Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_Type,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status
1,59,2,1,1,1,1,1,43985,3692,335,0,36012,16185,0,12300,24,0,12.99,0,1,1,23,0.77,0
1,25,1,3,1,0,2,2,129319,3791,766,1,41273,24345,0,22000,215,1,11.24,0,0,9,6,0.98,1
1,49,2,1,1,0,2,2,129182,1091,750,0,11942,21063,1,21068,189,1,11.53,1,1,0,6,0.13,0
0,44,0,0,2,0,0,2,34398,2121,345,2,6167,15635,0,5301,100,1,6.67,1,0,1,13,0.27,0
0,28,2,0,0,2,0,1,87899,4875,786,0,5811,11665,0,23136,87,1,9.92,1,1,2,17,0.7,0
0,35,1,3,0,2,0,1,87759,4557,701,2,19139,4117,0,25627,221,2,4.32,0,1,5,6,0.26,1
1,50,0,2,1,2,2,1,55563,4159,472,0,8586,20540,1,10977,83,1,4.13,0,0,9,12,0.58,0
0,47,1,2,1,1,0,1,57819,1567,710,2,9455,13535,1,20000,213,0,12.57,1,1,9,24,0.14,1
1,31,2,1,2,1,2,2,66153,4572,375,1,32125,1042,1,20945,103,2,10.24,1,0,4,8,0.34,0
0,39,0,0,0,2,1,1,44094,713,451,2,28123,1091,0,16443,192,1,11.32,1,1,7,7,0.15,0
0,36,2,2,1,0,2,1,142438,3597,747,1,44558,12140,0,27082,229,2,6.48,0,0,0,8,0.82,1
1,49,1,1,2,0,3,2,55887,2011,481,1,33012,3257,1,5165,107,1,4.8,0,1,0,19,0.09,1
0,35,1,2,1,0,3,1,78645,3615,822,2,13315,4858,1,22808,227,1,7.23,1,1,6,26,0.29,1
0,46,1,2,1,1,0,1,125802,2211,717,0,20466,26991,0,35399,195,1,7.27,0,0,0,28,0.61,1
0,30,2,2,1,1,1,1,132360,2034,744,0,22535,21643,1,35004,147,3,13.02,0,0,7,11,0.77,1
0,34,1,2,2,0,2,1,68831,3518,704,1,8029,1459,1,20226,212,1,14.62,0,0,6,7,0.69,1
1,68,1,0,1,0,0,2,41128,3172,493,1,28916,4078,0,6229,152,2,8.51,0,0,8,14,0.83,0
0,69,0,1,0,0,0,1,22737,3545,513,1,6469,3966,1,5790,220,1,9.07,0,0,9,14,0.39,0
1,25,2,2,0,0,2,1,75603,3959,815,0,42122,17060,0,20041,155,0,12.65,0,0,8,29,0.19,1
0,41,2,0,1,2,3,1,65651,3844,707,2,28095,23577,0,20000,51,1,4.57,1,1,5,14,0.91,1
1,31,2,2,0,0,1,1,63465,1213,785,1,26653,27859,0,20000,216,1,13.63,1,0,6,19,0.9,1
0,37,2,3,2,1,0,1,44965,2191,583,2,33062,17482,1,8406,29,0,13.78,1,0,8,11,0.93,0
0,26,2,2,0,0,3,1,145998,3489,814,0,26940,11594,0,29430,181,1,10.7,0,1,7,18,0.68,1
1,48,1,0,1,2,1,1,56644,1208,846,0,41058,10491,1,20000,213,2,7.49,0,1,1,6,0.27,1
1,48,1,1,1,1,0,1,25728,1094,352,0,34961,2354,0,5772,116,2,4.36,0,1,2,23,0.64,0
0,56,2,0,1,0,2,2,57378,528,318,2,11,7379,0,9274,41,1,6.75,1,1,0,25,0.78,0
1,34,2,1,2,1,3,2,100968,4048,746,0,18569,14474,0,26824,147,2,14.69,0,0,6,5,0.84,0
0,67,1,1,0,0,0,2,23711,3161,480,0,32863,6314,0,6319,128,2,4.78,0,0,3,18,0.88,0
0,36,2,0,1,0,2,1,63833,587,735,0,33976,615,0,20000,136,1,6.13,0,1,7,25,0.27,1
0,35,1,2,1,0,1,1,71722,2033,731,0,41783,19334,0,20021,52,0,7.2,1,0,2,27,0.25,0
1,47,1,1,0,0,3,2,63632,3752,435,1,40754,29907,0,7536,123,1,13.5,0,0,8,28,0.95,0
1,65,0,3,2,2,2,2,47122,3862,333,0,2417,27703,0,10775,94,2,9.51,0,0,2,7,0.42,0
0,31,1,3,0,0,0,1,79436,2112,798,1,15274,2195,1,23014,159,2,13.09,0,1,0,18,0.43,1
0,38,1,0,0,2,3,1,108266,1941,788,0,26164,1568,0,26914,116,2,4.65,0,1,6,18,0.78,0
0,52,2,1,2,0,2,1,48963,3350,550,1,46290,1478,0,13141,158,2,10.71,0,0,1,29,0.14,0
0,49,2,2,1,1,1,1,82277,4148,781,0,34782,21867,0,23017,198,2,9.45,1,0,7,15,0.33,1
1,45,1,0,0,1,0,1,119628,774,700,0,26670,9733,0,27760,12,2,14.56,1,1,4,21,0.49,1
1,48,2,1,1,2,0,1,52657,4833,818,0,29893,3372,0,20000,174,1,10.16,1,0,0,8,0.01,1
0,32,2,2,0,0,0,0,80570,3428,844,1,7485,8457,1,20538,127,3,12.92,0,1,5,9,0.72,1
1,25,1,1,0,0,3,1,147553,4090,733,1,18736,29814,0,36551,187,1,5.87,1,0,8,22,0.39,1
1,45,2,2,1,0,0,1,106535,2069,830,0,46783,24597,0,30200,71,1,13.2,1,0,2,25,0.56,1
0,45,2,2,2,0,2,1,84053,2974,724,1,20648,9506,0,21288,17,2,3.85,0,0,9,20,0.75,1
0,27,1,1,2,2,2,2,134256,4429,709,2,26391,19976,1,30089,95,3,12.0,0,1,8,25,0.82,1
0,45,1,0,2,1,2,0,71277,3093,754,2,35476,16906,1,20508,166,1,4.37,0,0,8,5,0.95,1
1,34,1,3,2,0,0,1,62432,4468,476,1,48710,15523,0,13484,81,0,9.44,0,1,1,8,0.54,0
0,38,1,3,1,2,2,1,107593,3238,776,0,16832,28417,1,23375,143,2,14.77,0,1,4,14,0.82,1
1,34,1,1,0,1,0,1,70904,4930,795,2,20720,26658,0,20881,24,0,14.51,0,0,3,18,0.57,0
0,27,2,3,1,0,2,1,52133,3712,478,0,34492,15753,1,13387,211,1,5.54,0,0,0,12,0.66,0
0,18,1,1,1,0,2,1,53538,738,474,1,32327,16538,0,14132,238,1,11.65,1,1,3,24,0.91,1
0,36,1,3,0,0,2,1,96303,4499,734,1,34555,19387,0,28127,191,1,6.16,1,0,9,16,0.4,1
1,39,0,1,1,0,0,2,62084,1429,701,2,44006,19945,0,20000,195,3,12.83,1,1,8,5,0.2,1
1,39,2,2,2,1,1,1,52165,3595,823,1,2303,11052,0,20000,222,1,6.56,0,0,7,28,0.86,0
1,59,2,0,2,2,1,1,51836,2714,461,0,10166,11615,0,13888,227,2,5.51,1,0,9,7,0.53,0
0,25,1,3,0,0,0,2,107021,2565,834,1,47446,24829,0,28496,142,0,5.31,1,0,7,13,0.06,1
0,30,2,2,2,1,3,0,113332,1426,799,0,1853,29593,0,23871,97,3,6.92,0,1,9,5,0.27,1
0,38,1,2,1,0,0,1,83447,1854,783,0,36388,19595,0,23662,27,2,14.94,1,1,2,20,0.64,1
0,47,2,2,1,0,0,2,54334,2682,501,1,16909,5579,0,5810,120,3,4.73,0,0,7,27,0.48,0
0,46,2,1,1,1,2,1,130283,3902,808,1,13821,8672,0,24645,224,1,12.98,0,0,2,25,0.14,1
0,34,2,1,0,0,0,1,143429,4704,814,2,14324,6061,0,25575,217,0,12.1,1,1,1,16,0.62,1
0,48,1,2,2,0,1,1,34348,2312,378,2,26142,17093,0,7563,58,1,6.66,0,1,9,6,0.82,1
1,41,2,3,1,2,2,1,96884,4589,736,1,32508,22524,0,21340,138,1,14.15,0,1,3,10,0.91,0
1,25,1,0,1,1,0,2,102217,729,835,2,44992,300,0,30652,66,0,13.53,0,1,8,12,0.38,1
1,45,1,1,1,0,0,1,59698,4028,712,2,45926,22863,1,20000,178,1,8.78,0,0,0,18,0.81,0
0,42,1,2,1,2,3,1,90397,1839,713,2,20344,6710,0,24816,96,1,9.76,0,0,4,27,0.6,1
1,43,1,1,1,0,0,2,120157,954,834,0,31637,15698,0,31636,221,0,6.44,1,1,9,13,0.87,1
1,47,2,1,1,1,2,1,93265,2241,717,1,20219,1568,1,21051,40,1,10.8,0,1,3,28,0.89,1
0,20,0,2,1,0,3,1,48797,3765,532,1,41868,4778,0,7361,146,1,8.01,1,1,8,16,0.9,0
0,66,0,2,2,2,0,1,38988,1305,469,2,24310,23897,0,12632,210,2,7.38,1,0,9,22,0.61,1
1,41,2,1,0,2,2,1,91610,1938,839,0,3788,11964,0,23583,69,1,5.86,1,1,7,23,0.74,1
1,29,1,3,0,0,1,1,97599,4090,727,2,43139,14342,1,28683,139,0,6.26,1,1,0,18,0.96,1
1,31,2,3,0,0,0,1,65419,1741,575,2,5351,26097,1,14847,109,0,8.36,0,0,5,16,0.03,0
1,33,1,3,0,1,3,1,30466,4200,565,1,12889,11977,0,11520,238,2,10.25,1,0,4,25,0.66,0
1,49,1,0,2,2,0,1,97008,2120,703,2,3547,26323,0,28897,78,2,3.83,0,1,8,26,0.41,1
0,27,2,0,1,0,3,2,92457,2782,729,1,17550,1379,0,21776,195,1,14.32,0,1,0,24,0.75,1
1,22,1,0,1,2,3,0,40486,4831,448,2,42015,4383,0,5958,48,2,9.03,0,0,5,22,0.35,0
1,30,2,2,1,2,1,1,88812,3873,765,1,23435,2906,0,22754,16,1,5.29,1,0,7,28,0.13,1
1,47,1,2,1,0,0,2,81405,2780,824,0,25880,14353,0,24205,201,1,11.01,0,0,8,25,0.38,1
0,21,1,2,2,0,0,2,33334,2273,557,0,25643,1084,0,9494,209,3,9.0,1,1,7,12,0.82,0
1,47,2,0,0,2,2,1,64931,3086,830,2,22733,22930,0,20000,45,2,8.96,1,1,7,6,0.22,1
0,27,0,1,0,0,2,1,104915,4335,822,0,40472,7206,0,20057,177,2,8.14,0,0,6,17,0.09,1
0,28,2,1,1,2,0,2,116616,3758,786,0,7366,22747,0,31468,53,0,12.45,0,0,4,5,0.25,1
1,56,2,0,0,2,0,2,67560,1575,307,0,48072,7522,0,12403,203,1,5.28,1,0,3,21,0.47,0
1,52,1,0,0,0,0,1,48289,2313,585,0,2516,29154,1,13558,173,3,4.96,0,1,0,29,0.0,0
0,48,0,3,1,0,0,2,62353,3078,729,1,8341,2080,0,20000,133,1,8.0,1,0,5,16,0.86,1
0,36,2,1,2,1,0,1,88357,4298,810,0,29669,22619,0,24014,134,2,13.89,1,0,4,25,0.61,1
0,34,2,1,1,0,2,2,89222,744,817,1,36508,21151,0,22501,76,1,13.46,0,0,0,26,0.75,1
0,22,2,1,0,0,2,1,27365,1916,323,0,30922,2451,0,9480,22,1,9.57,1,0,1,20,0.52,0
1,38,0,3,1,0,0,1,71415,525,836,0,30210,23635,1,20924,105,2,14.92,0,1,5,6,0.83,1
0,26,2,0,0,1,2,0,61504,3790,723,0,44927,29203,0,20000,165,1,14.95,1,0,6,7,0.66,1
1,47,2,2,0,0,0,1,50468,4542,750,0,2618,19276,0,20000,165,0,5.61,0,1,2,6,0.67,1
0,26,1,2,0,0,2,1,64062,2958,739,1,35121,10373,0,20000,140,3,13.94,0,1,3,27,0.29,1
0,32,1,1,1,0,2,1,23538,1599,366,2,9809,18462,1,6693,197,2,12.55,1,0,6,16,0.04,1
0,26,0,0,0,2,2,1,91886,4256,710,2,4049,28081,0,24816,223,2,12.3,0,1,3,10,0.37,1
1,21,2,1,0,2,2,2,57275,2278,383,0,43939,13488,0,8936,207,0,4.75,1,0,3,25,0.29,0
1,34,2,0,0,0,2,2,114144,1090,793,1,23863,23658,0,24073,85,0,11.54,0,1,5,15,0.25,1
0,36,2,0,1,1,2,1,135651,4047,792,1,43090,5936,0,21474,178,0,8.77,0,1,1,18,0.15,1
1,30,1,2,0,1,0,1,57925,2921,503,0,33791,3441,0,21224,73,0,5.3,1,1,5,29,0.48,0
1,33,1,2,2,2,3,1,140941,1754,827,1,23804,9582,0,35110,150,1,6.9,0,0,8,10,0.6,1
1,28,1,2,1,2,3,1,132207,4270,741,1,4265,18137,0,36216,91,1,8.53,1,0,5,20,0.69,1
0,48,2,0,1,0,0,2,59890,863,498,2,29975,2143,1,10918,166,2,10.69,0,0,6,18,0.63,0
1,36,1,3,1,0,3,2,134265,4530,830,1,47119,17615,0,31773,131,1,11.25,0,1,1,26,0.47,1
0,48,1,3,2,2,1,0,148304,3618,788,0,25642,19029,0,27533,172,2,10.04,1,0,1,5,0.47,0
1,30,1,0,0,1,1,1,80675,2393,794,2,34590,6132,0,20863,79,0,4.06,0,1,1,13,0.32,1
0,24,2,0,2,0,0,2,53746,3247,554,2,3148,7114,1,10251,233,1,6.99,0,1,0,29,0.65,1
1,42,1,1,0,0,3,1,68423,4497,843,1,10992,26504,0,20281,36,1,13.29,1,1,3,26,0.54,0
0,42,1,3,0,0,3,1,62572,2831,781,0,49262,15300,1,20000,195,2,7.31,0,0,1,16,0.53,1
1,55,2,3,1,1,0,2,39783,2072,469,2,41113,1547,0,5836,54,1,10.13,0,1,0,16,0.54,0
1,43,2,2,2,0,1,1,70170,4612,703,2,716,981,0,20308,174,1,5.39,1,0,6,11,0.14,1
1,46,0,0,0,0,3,2,111269,4809,777,2,22427,4848,0,25565,43,0,3.63,0,0,6,16,0.26,1
1,38,2,0,0,2,3,1,120810,3580,763,1,14841,1440,0,34452,191,1,5.17,0,0,0,23,0.43,1
0,53,2,2,1,0,2,2,36168,2096,511,2,3666,23560,0,9940,64,2,4.93,1,0,1,14,0.45,0
0,69,1,2,2,0,2,1,55640,4321,504,1,49768,18755,0,6579,58,1,5.07,1,1,2,27,0.12,0
1,36,2,3,1,2,1,1,131085,3067,705,1,49809,28463,0,33724,130,0,8.1,0,1,7,22,0.76,1
1,40,1,2,0,2,3,2,97187,2254,726,0,40187,24173,1,21213,111,0,10.84,0,0,4,9,0.99,1
0,38,1,2,2,0,1,1,94927,1025,795,0,14121,15403,0,28339,59,0,3.86,0,1,0,9,0.68,1
0,32,1,0,2,0,2,2,126112,4949,715,0,2247,20246,0,33185,66,1,8.94,1,0,3,28,0.96,1
1,49,1,2,1,1,0,2,89316,4953,827,1,48584,13871,0,21050,39,0,5.64,0,0,0,18,0.98,1
1,34,1,3,2,1,2,1,53206,4850,774,1,9498,7039,0,20000,195,3,5.53,1,1,5,10,0.7,1
0,28,1,1,2,0,0,1,36393,2328,365,1,25230,13828,0,14051,181,1,8.34,1,1,0,18,0.74,0
1,47,1,1,2,0,3,1,101735,2806,725,0,18208,9841,0,20888,58,2,6.31,0,0,6,17,0.02,1
1,42,2,0,0,0,3,1,67396,1730,448,0,19349,16935,0,7120,51,1,12.07,1,1,4,17,0.68,0
1,40,1,1,1,0,1,1,133976,1050,838,2,43449,15938,0,21673,96,1,4.87,1,0,3,24,0.93,1
0,41,1,0,1,1,1,1,119914,799,737,1,3494,3467,1,33322,235,3,10.95,0,0,5,27,0.84,0
1,46,1,1,1,1,0,1,143331,3558,779,1,6131,13277,0,25609,69,0,4.98,1,1,8,5,0.22,1
0,59,1,2,1,1,2,1,40900,3975,315,0,31804,5104,0,9949,87,3,5.5,1,1,3,13,0.45,0
0,45,1,1,0,1,0,1,67590,3026,486,1,3051,18785,0,23724,229,0,13.01,1,1,7,7,0.59,1
1,28,2,0,1,0,1,2,62975,3115,718,1,26853,4567,0,20000,146,2,12.96,0,0,1,13,0.67,1
0,40,2,3,0,1,3,1,55808,2831,814,0,42106,19673,0,20000,49,2,11.07,0,1,1,5,0.9,1
0,51,2,1,0,0,0,1,33064,4995,422,1,14442,3197,0,13129,232,1,14.2,1,0,3,20,0.12,0
0,43,1,3,1,1,3,1,68269,4373,354,1,28342,14425,0,12783,170,0,13.36,0,0,2,14,0.73,0
1,65,2,2,2,0,2,2,24290,4801,599,0,19124,1107,0,6905,123,1,9.43,0,1,3,16,0.37,0
1,42,1,2,0,0,3,2,129091,503,705,0,27030,3365,0,38105,51,2,10.06,0,0,8,14,0.3,1
0,23,0,0,1,1,3,2,31242,780,323,2,34280,2712,0,10503,195,0,12.07,0,0,5,19,0.48,0
0,44,1,2,1,0,0,1,83202,4325,806,2,28401,13629,0,20965,149,2,4.53,0,1,8,10,0.82,0
1,45,1,3,2,0,1,0,96426,860,769,0,17110,24536,0,21197,215,1,3.8,0,1,3,7,0.02,1
1,49,1,3,2,2,0,1,66074,2678,816,0,9258,22402,0,20000,163,1,5.15,1,0,0,11,0.3,1
1,32,2,2,0,1,2,1,147602,1761,846,0,3166,25934,0,36242,212,0,3.9,1,1,0,8,0.77,1
1,28,1,0,2,2,1,2,61801,2531,729,0,34114,20631,1,20000,54,1,6.69,0,1,8,16,0.77,1
1,35,1,1,1,0,0,1,143222,4087,840,1,21256,5041,1,33200,237,0,4.13,0,0,1,15,0.07,1
1,26,2,3,2,2,0,1,83210,2557,752,1,44107,13464,0,20783,198,1,14.14,0,1,3,20,0.84,1
1,19,0,3,2,1,0,1,43813,1833,319,1,6228,1213,0,15833,202,2,7.59,0,1,4,14,0.71,1
1,36,1,0,0,0,3,1,42912,3415,520,2,8766,29845,0,16364,146,3,8.13,0,0,9,7,0.42,0
0,47,2,0,2,1,0,1,92183,4589,735,1,23115,4910,0,22796,15,1,13.19,0,1,7,6,0.83,1
0,31,2,2,0,1,0,1,93806,4724,769,2,47264,5634,1,26026,74,0,10.61,1,1,4,26,0.98,1
1,47,1,1,1,0,2,0,144343,3721,787,0,4207,29801,0,36332,232,3,9.34,1,0,7,13,0.62,1
0,27,2,3,2,1,3,2,107449,4720,822,2,39673,20264,0,22647,236,1,8.54,0,0,3,21,0.15,1
1,33,1,2,2,0,1,2,75790,2918,773,0,6113,3240,0,20025,45,1,3.79,1,0,7,7,0.57,0
1,40,2,0,1,1,1,0,86510,3345,806,2,38906,1439,0,21578,148,2,9.39,0,0,0,16,0.76,1
0,31,1,0,0,0,2,1,114014,1196,781,1,14641,13276,0,29645,120,0,7.44,0,1,6,23,0.02,1
0,63,1,1,0,0,1,1,31181,4650,577,2,1590,29063,0,5774,66,1,13.43,1,1,0,7,0.23,0
0,29,1,3,1,1,1,1,59083,1918,463,2,43321,9668,0,22901,51,3,11.09,1,0,9,10,0.69,1
0,29,2,3,0,2,2,1,47163,4575,443,2,17759,27797,0,12729,39,2,7.01,0,1,6,29,0.51,0
1,49,1,3,1,0,1,2,143137,1206,751,2,17588,19151,0,32246,176,1,8.65,1,0,0,24,0.97,1
0,26,2,1,2,0,1,1,36477,4023,368,2,38647,5318,0,9567,98,3,4.03,1,0,4,9,0.5,1
1,31,2,1,1,2,3,1,146630,4526,700,2,18740,21625,0,34495,160,3,13.83,1,0,8,5,0.09,1
1,29,1,1,0,0,2,1,92037,1746,766,2,8954,27068,0,22372,135,3,10.99,0,0,2,19,0.28,1
1,25,2,3,2,0,3,2,46717,1527,453,1,24574,13335,0,12074,188,1,14.53,1,1,6,11,0.31,0
0,59,0,2,1,0,1,1,44948,1279,592,1,1751,4630,0,16982,41,2,8.44,1,1,5,25,0.59,0
0,43,2,0,2,2,1,1,71955,4044,775,1,23065,27594,0,21415,39,1,14.57,0,1,5,18,0.31,1
0,46,1,3,0,1,0,2,72536,4117,751,0,49273,12489,0,20216,60,2,4.31,1,1,7,7,0.99,1
0,41,2,3,2,0,2,1,60643,1680,345,0,40398,7566,1,8536,81,2,7.7,0,1,6,29,0.46,0
0,68,0,1,0,0,0,1,64906,1771,474,1,42363,4996,1,16471,154,0,13.53,1,0,9,13,0.61,0
0,33,2,2,1,0,1,1,136825,1686,846,2,10627,8487,0,23092,84,3,14.49,0,1,9,22,0.98,1
0,42,1,3,1,2,3,1,66127,825,750,2,2013,8872,0,20000,121,2,13.17,1,0,3,17,0.1,1
1,41,1,0,1,0,3,1,146100,1205,723,2,35220,18912,0,26233,93,2,6.75,0,1,9,22,0.02,1
1,37,1,2,0,1,3,1,131182,3291,769,1,45496,886,0,35599,81,2,5.2,0,1,3,9,0.2,1
1,36,1,2,2,1,3,1,52495,4809,713,2,41318,359,0,20000,18,1,6.77,1,0,9,18,0.02,1
1,55,2,2,1,2,3,1,55416,2200,554,1,22412,3541,1,5279,126,2,8.34,0,0,7,13,0.99,1
1,62,1,3,2,1,0,1,48700,4660,344,0,11805,9229,0,14256,202,0,5.55,0,0,8,11,0.49,0
1,40,0,1,0,0,1,1,120718,1923,849,2,31099,182,0,28068,72,0,9.71,1,0,7,12,0.75,1
1,28,1,0,0,1,1,1,99107,1284,764,1,41472,29347,0,20425,39,0,4.23,0,1,4,10,0.26,0
0,42,2,0,1,0,1,1,77005,2170,812,0,14737,1114,0,21218,169,1,5.74,1,0,3,14,0.13,1
1,43,0,0,1,2,3,2,144544,639,796,0,23375,6987,0,20795,224,3,4.72,0,1,6,20,0.57,1
0,42,1,3,0,2,2,1,103593,3979,716,0,12426,10288,1,27320,119,3,3.71,1,1,5,11,0.12,1
0,36,1,1,2,2,1,1,123279,4453,724,2,46922,2827,0,21808,234,3,5.53,1,1,1,5,0.41,1
1,37,2,1,0,0,1,1,44782,810,476,0,46003,6972,1,11216,174,3,8.29,0,1,3,18,0.27,0
1,27,1,0,2,0,1,2,40938,3638,315,1,38601,29530,1,15892,185,1,11.75,0,1,8,11,0.42,0
0,28,1,2,0,2,1,2,67213,1505,485,1,25326,28890,1,9976,57,2,3.88,1,1,0,12,0.54,1
1,32,1,2,0,0,3,1,50449,1819,754,2,36058,3491,1,20000,145,3,12.13,1,0,9,17,0.94,1
1,64,2,1,0,0,1,0,41634,2331,346,2,41397,10251,0,14939,238,1,10.5,1,1,7,5,0.82,0
0,26,2,0,2,1,0,1,50025,3242,747,2,4612,13025,0,20000,167,2,12.71,1,1,1,15,0.56,1
0,44,2,2,1,2,2,0,121207,2883,709,1,30075,24798,0,31978,177,3,13.91,0,1,0,24,0.87,1
1,55,1,0,2,2,1,2,23299,580,387,1,2785,26168,0,5293,47,0,14.96,0,1,5,24,0.3,1
1,41,0,2,0,1,3,1,149188,3163,792,2,14548,12774,0,33183,225,0,12.75,0,1,2,26,0.11,1
0,41,2,3,0,1,2,2,81475,1561,789,0,28800,9741,1,20323,234,0,12.02,1,0,2,29,0.33,1
1,47,1,2,1,0,3,1,60998,1363,700,1,29054,20063,0,20000,211,1,13.62,0,1,1,23,0.72,1
0,47,1,3,0,1,0,1,137429,4879,704,0,24987,19603,0,38269,229,0,5.05,0,1,2,21,0.68,1
0,31,1,1,1,2,1,1,77516,1548,786,1,6137,24111,0,20175,12,3,3.53,0,0,2,16,0.26,0
0,43,1,0,1,1,3,1,58026,1581,836,2,17958,18865,1,20000,85,3,14.08,0,0,9,8,0.59,1
1,23,1,0,0,0,2,0,23836,2084,590,0,7462,499,1,6573,194,2,5.8,0,0,1,27,0.31,0
1,59,1,0,1,2,3,2,53502,2917,366,2,34834,28594,0,9513,79,1,9.36,0,0,6,29,0.24,1
1,41,1,3,1,2,3,1,30909,4396,392,2,28404,19313,0,5152,41,0,14.59,1,0,8,10,0.95,0
0,32,1,0,1,0,1,1,132261,2322,801,0,11020,20190,1,20262,239,0,13.49,0,0,9,6,0.15,1
0,47,1,2,0,0,3,2,93378,961,841,1,10074,18771,0,27724,68,1,11.73,1,1,9,27,0.68,1
0,28,2,2,2,1,0,1,130657,4900,741,2,22541,177,0,33225,97,0,6.88,0,0,4,10,0.1,1
0,34,1,1,0,2,2,2,62164,4684,450,2,46446,2798,1,20526,72,0,4.23,0,0,3,14,0.59,1
1,26,2,2,2,0,1,1,91304,1831,742,0,38024,10564,0,25803,178,0,14.25,1,1,0,15,0.22,0
1,46,0,1,0,0,2,1,62642,1119,809,1,3979,12134,1,20000,91,2,14.13,0,1,2,29,0.52,1
0,43,1,1,0,1,0,1,87619,2966,732,0,33829,3940,0,20712,136,1,13.79,1,1,2,16,0.14,1
1,43,2,1,0,1,0,1,135229,4096,713,2,14436,23588,0,36615,208,1,13.45,1,1,5,28,0.27,1
0,28,0,1,0,2,3,2,82210,2048,702,1,11488,19607,0,22526,119,1,4.16,1,0,4,9,0.38,1
1,33,2,1,1,0,2,1,43701,628,381,2,36122,12171,0,6112,13,1,10.24,1,0,4,29,0.8,1
1,41,1,0,0,1,2,2,142502,858,831,0,33365,7200,0,29891,208,0,11.35,1,0,1,18,0.63,1
1,45,1,0,2,1,2,1,146852,2988,820,2,36567,11484,1,24366,67,1,3.6,0,0,3,22,0.53,1
0,32,1,3,1,1,1,1,149045,1063,847,2,29485,6504,0,25878,170,1,9.47,1,0,6,19,0.93,1
1,32,1,2,2,0,0,1,56659,1815,817,2,38637,17411,0,20000,104,3,4.45,1,0,0,11,0.16,1
1,31,2,1,0,0,1,2,98404,1133,833,2,34316,23576,0,24387,174,2,5.63,1,0,6,13,0.89,1
1,24,2,0,1,2,0,1,60950,1653,569,2,2492,8187,1,8988,98,0,12.76,0,0,6,19,0.69,0
0,28,2,0,0,0,3,1,116195,1063,811,1,38403,28223,0,25472,32,0,11.99,0,1,1,10,0.16,0
1,49,1,2,1,1,1,1,138835,2872,777,2,32170,9804,0,29591,24,1,13.86,1,0,3,20,0.44,0
0,30,2,2,0,0,2,1,105215,2076,816,0,10733,2474,0,30043,132,0,4.29,1,0,9,15,0.77,1
0,42,1,2,2,0,0,1,116135,2335,746,1,32201,15448,0,21098,146,1,4.58,1,1,6,25,0.93,0
0,60,1,3,0,0,0,1,33690,1980,305,1,6969,12573,0,9243,99,2,8.55,1,0,4,21,0.77,0
0,32,0,3,0,0,0,1,36444,3565,456,2,40562,20597,0,10283,101,2,11.99,1,0,5,11,0.32,0
0,38,1,2,1,1,0,0,20307,924,481,2,16882,8945,0,5833,180,3,9.05,0,0,3,25,0.79,0
0,40,2,0,1,0,1,1,55275,4525,828,1,20947,6452,0,20000,46,1,13.28,0,0,8,27,0.82,1
0,47,0,0,0,1,0,1,60542,3796,754,1,47526,8507,1,20000,175,1,10.76,0,0,5,18,0.79,1
0,61,1,0,1,2,1,2,33027,3068,483,1,17223,6348,0,5068,34,1,4.39,0,1,9,23,0.45,0
1,48,2,0,0,0,1,1,94981,4824,849,1,14815,7223,1,22633,231,1,5.46,0,1,8,15,0.99,1
1,28,2,3,1,1,0,1,41452,3960,598,1,26825,25412,0,16384,17,1,4.21,0,1,2,21,0.78,1
1,24,2,1,2,0,2,2,62887,1550,390,0,14747,935,1,22626,167,2,13.88,1,0,4,15,0.0,0
0,34,1,0,0,0,2,0,143901,4109,745,2,25928,438,0,23667,38,1,9.37,0,0,8,7,0.43,1
0,27,2,2,1,1,0,1,68315,4467,760,2,19694,5054,0,20078,142,0,14.72,1,0,4,11,0.43,1
0,29,2,1,1,0,3,1,74978,3531,728,2,25069,25475,0,20715,41,1,13.75,1,0,1,20,0.67,1
0,33,1,1,2,1,2,2,126849,2146,763,2,26759,26715,0,21420,167,0,14.13,1,0,6,13,0.61,1
0,46,1,1,0,0,2,1,145585,2723,829,0,49629,20346,0,26780,73,1,12.52,0,1,5,29,0.34,1
1,46,2,3,2,0,2,1,53521,3637,710,1,27297,13287,1,20000,110,1,3.57,1,0,7,21,0.47,1
1,40,0,1,0,2,1,2,88286,2217,779,2,43106,5865,0,20619,219,3,4.18,1,1,8,17,0.09,1
1,41,1,3,1,0,1,1,75718,4055,815,1,31209,20322,0,20375,145,0,12.52,0,0,3,27,0.06,1
0,36,2,1,0,1,1,0,56333,1952,436,2,25803,3243,0,12852,233,0,12.33,0,1,2,17,0.27,1
1,69,2,0,0,2,0,1,28703,2389,551,2,7755,19613,0,10349,105,0,11.28,1,1,8,24,0.13,1
1,39,1,3,0,0,0,1,110119,1819,822,2,9829,14527,0,25438,124,1,9.42,0,1,8,28,0.5,1
0,24,1,1,1,2,3,2,29387,3697,304,0,41298,3099,1,8025,193,1,12.79,1,0,8,8,0.76,0
0,26,1,2,1,1,0,1,88998,4399,733,0,29277,21069,1,26006,200,1,4.75,0,0,9,14,0.78,1
